StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q24,Q25,Q34,Q26,PROLIFIC_PID
2023-02-28 11:02:19,2023-02-28 11:03:21,IP Address,163.116.157.61,100,61,True,2023-02-28 11:03:22,R_1lyJPbtB4xphv50,,,,,40.7425,-73.9877,anonymous,EN,Yes,Yes,Yes,No,No,Yes,Undecided,No,Undecided,No,Undecided,Yes,Yes,Undecided,Yes,No,Yes,No,Neither likely nor unlikely,,,,5e13e0232d2185a20d9c3b4f
2023-02-28 11:02:11,2023-02-28 11:03:39,IP Address,64.62.149.73,100,87,True,2023-02-28 11:03:39,R_WoBdlNm5yYHWUy5,,,,,44.9764,-93.224,anonymous,EN,No,Yes,Yes,Yes,No,Yes,Undecided,Undecided,Yes,Undecided,Yes,Yes,Yes,Yes,Yes,Undecided,Yes,No,,,Somewhat likely,,63ea5dfd28a155d87a52140a
2023-02-28 11:02:32,2023-02-28 11:03:51,IP Address,73.90.158.155,100,79,True,2023-02-28 11:03:51,R_2X0uHESGpt4etrE,,,,,36.7405,-119.7508,anonymous,EN,Yes,Undecided,No,No,No,No,Undecided,Yes,No,No,Yes,Yes,No,Undecided,No,Undecided,Yes,No,,,,Somewhat unlikely,62baf827477e9d1a60c5b66d
2023-02-28 11:02:08,2023-02-28 11:03:53,IP Address,104.1.29.253,100,105,True,2023-02-28 11:03:54,R_PXVjtBC8L3qprEJ,,,,,41.5039,-88.2152,anonymous,EN,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Undecided,Yes,No,No,Yes,Yes,Yes,No,Undecided,Neither likely nor unlikely,,,,60fffb806a0f91b61a38d8af
2023-02-28 11:02:29,2023-02-28 11:04:01,IP Address,195.252.220.24,100,92,True,2023-02-28 11:04:01,R_rrL49P6kzy1dUyZ,,,,,40.4444,-86.9256,anonymous,EN,No,Yes,Yes,Undecided,Undecided,Yes,No,Yes,Yes,Yes,Undecided,Yes,No,Yes,Yes,Yes,Yes,No,,,,Somewhat likely,62e3fc91bf734f6dbbc0ca15
2023-02-28 11:03:01,2023-02-28 11:04:33,IP Address,71.209.206.33,100,92,True,2023-02-28 11:04:34,R_2DYNJzK25WcRgb8,,,,,33.508,-112.0995,anonymous,EN,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Neither likely nor unlikely,,,,62e32e3f9b344613c0350376
2023-02-28 11:03:11,2023-02-28 11:04:42,IP Address,157.93.254.193,100,91,True,2023-02-28 11:04:43,R_2TMH7faiSMseJbK,,,,,42.4881,-71.2758,anonymous,EN,No,Yes,No,No,Yes,Yes,Yes,Undecided,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,,Somewhat likely,,,5e1b71aa7e18273a261b64b7
2023-02-28 11:03:10,2023-02-28 11:04:43,IP Address,184.54.70.241,100,92,True,2023-02-28 11:04:43,R_Zfv4LHHcbfSTnYl,,,,,39.1246,-84.4867,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,,,Somewhat likely,,5a9906cb35237b00011284c0
2023-02-28 11:03:39,2023-02-28 11:05:00,IP Address,76.214.139.184,100,80,True,2023-02-28 11:05:01,R_2fjngzCNy6dg9EW,,,,,42.2807,-83.7801,anonymous,EN,No,Yes,Yes,Yes,No,Undecided,No,Yes,Yes,Undecided,No,No,No,Undecided,Yes,Undecided,No,No,Somewhat unlikely,,,,5cb5e31e7f36f00001e8dc09
2023-02-28 11:02:49,2023-02-28 11:05:01,IP Address,216.207.240.34,100,131,True,2023-02-28 11:05:01,R_3ebkr66Nd3XsHrM,,,,,36.3125,-82.377,anonymous,EN,Yes,Yes,Yes,Undecided,No,Yes,Undecided,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Somewhat likely,,,5bf1de72b02ac50001c72b28
2023-02-28 11:03:09,2023-02-28 11:05:07,IP Address,104.1.234.90,100,118,True,2023-02-28 11:05:08,R_3MsNJZIBvVPUMH6,,,,,32.4984,-85.0184,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Undecided,No,No,No,Yes,No,Yes,No,,,,Neither likely nor unlikely,5dd3ddf0cf8e7e3c6ad10654
2023-02-28 11:03:58,2023-02-28 11:05:09,IP Address,72.199.50.50,100,70,True,2023-02-28 11:05:10,R_24hBA9vOW355bTi,,,,,32.6917,-117.1151,anonymous,EN,Yes,Yes,Undecided,Yes,Undecided,No,Undecided,Undecided,Yes,Undecided,Undecided,No,No,Undecided,Undecided,Undecided,Undecided,Undecided,,,Neither likely nor unlikely,,6102dc69fe9b452795eb3d72
2023-02-28 11:04:43,2023-02-28 11:05:15,IP Address,128.230.180.57,100,31,True,2023-02-28 11:05:15,R_sQZqKtjaicW9o3f,,,,,43.0389,-76.0988,anonymous,EN,Yes,Yes,Yes,Undecided,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Undecided,No,Yes,Extremely likely,,,,5f321626391a8616667e3505
2023-02-28 11:03:50,2023-02-28 11:05:27,IP Address,173.90.243.206,100,96,True,2023-02-28 11:05:27,R_3KZbl9iRmQnpfYd,,,,,41.3893,-81.3049,anonymous,EN,Yes,Yes,Yes,Yes,No,No,Undecided,No,No,No,No,Undecided,Yes,Yes,Yes,No,Yes,No,,Somewhat likely,,,628f73541d00d2b286286773
2023-02-28 11:04:01,2023-02-28 11:05:28,IP Address,174.207.227.93,100,86,True,2023-02-28 11:05:28,R_2AWDz9dMeM22c2o,,,,,39.8378,-84.1111,anonymous,EN,Yes,Yes,Undecided,Yes,Undecided,Yes,No,No,Undecided,No,Yes,Yes,No,Undecided,Undecided,No,Yes,No,,,,Somewhat likely,611aa89a8d790ef5a118c2a4
2023-02-28 11:03:49,2023-02-28 11:05:39,IP Address,76.35.212.14,100,110,True,2023-02-28 11:05:40,R_1d5MXKvZQPY4nq5,,,,,41.4722,-81.745,anonymous,EN,Yes,No,Undecided,Yes,No,Undecided,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Neither likely nor unlikely,,,,5eb24b26f30ede1a6ae46c14
2023-02-28 11:03:36,2023-02-28 11:05:47,IP Address,73.159.211.92,100,130,True,2023-02-28 11:05:47,R_pgzBAy2Eks1ypYl,,,,,41.2686,-72.9651,anonymous,EN,Yes,Undecided,Yes,Yes,Undecided,No,Undecided,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Somewhat likely,,56cb15ad64c068000b4d7ca5
2023-02-28 11:04:19,2023-02-28 11:05:47,IP Address,73.200.186.41,100,88,True,2023-02-28 11:05:48,R_sZordGu61IaVChP,,,,,39.2124,-76.8776,anonymous,EN,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,,,Extremely unlikely,,5b18248744127b00013f90ce
2023-02-28 11:04:46,2023-02-28 11:05:48,IP Address,152.3.34.59,100,62,True,2023-02-28 11:05:49,R_3h0mvEVR44XE4wB,,,,,35.961,-78.9291,anonymous,EN,No,Yes,Yes,Yes,No,Undecided,Yes,Yes,No,Undecided,No,Yes,Yes,Undecided,Yes,Yes,Yes,No,,,Somewhat likely,,63d1edb5f510c29def2d4310
2023-02-28 11:04:11,2023-02-28 11:05:50,IP Address,35.145.157.9,100,99,True,2023-02-28 11:05:51,R_eJ3ETC4C35WgwUN,,,,,27.947,-82.7943,anonymous,EN,Yes,Yes,No,Yes,Undecided,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Undecided,Yes,No,,,,Neither likely nor unlikely,5d4cd3afa6393e0001bfa7e4
2023-02-28 11:03:44,2023-02-28 11:05:55,IP Address,209.252.248.215,100,131,True,2023-02-28 11:05:56,R_8dL4cECs5spQ1UZ,,,,,42.9366,-75.8352,anonymous,EN,Yes,Yes,Yes,No,Undecided,Yes,Undecided,Yes,Yes,No,No,Yes,Undecided,Undecided,Yes,No,Yes,Undecided,,Neither likely nor unlikely,,,60ff5fb6cbf1bb7de9bf2801
2023-02-28 11:04:36,2023-02-28 11:06:05,IP Address,184.91.173.196,100,88,True,2023-02-28 11:06:05,R_1q3NGA5Bxn1cK3N,,,,,28.0318,-80.5958,anonymous,EN,No,No,Undecided,Yes,No,No,No,Yes,No,No,Undecided,Yes,Undecided,Yes,Yes,No,Yes,Undecided,,,,Somewhat likely,5e89cbf523211165eb16619f
2023-02-28 11:02:15,2023-02-28 11:06:33,IP Address,70.119.241.37,100,257,True,2023-02-28 11:06:34,R_PFplF10uKoSNDiN,,,,,32.7797,-96.8022,anonymous,EN,Undecided,Yes,Undecided,No,Undecided,Yes,No,Undecided,Yes,Undecided,Undecided,Undecided,Undecided,Yes,No,No,No,Undecided,,Extremely likely,,,63ea5eb2ae2c64f147229d32
2023-02-28 11:05:04,2023-02-28 11:06:44,IP Address,70.57.99.199,100,99,True,2023-02-28 11:06:44,R_2YQcfyZyGmJKj0h,,,,,39.2171,-95.4383,anonymous,EN,Yes,Undecided,Yes,Yes,No,Yes,Undecided,Yes,Yes,Undecided,No,Yes,No,Yes,Yes,Undecided,Yes,Undecided,Neither likely nor unlikely,,,,610820f8cc357db69daa892a
2023-02-28 11:02:08,2023-02-28 11:07:00,IP Address,75.15.183.107,100,292,True,2023-02-28 11:07:01,R_2Wxm6ovQI5lR0SU,,,,,34.2576,-83.7732,anonymous,EN,Yes,Undecided,Yes,Yes,No,Undecided,No,No,Yes,No,No,Yes,No,Undecided,No,Undecided,Yes,No,,,Somewhat likely,,5e88b3fdf4f8e85445344c60
2023-02-28 11:04:58,2023-02-28 11:07:02,IP Address,173.47.225.72,100,124,True,2023-02-28 11:07:03,R_3oNuBlK7Ru1gJ4N,,,,,33.578,-96.1873,anonymous,EN,Yes,No,Undecided,Yes,No,No,No,No,Undecided,No,No,No,Undecided,No,No,No,Undecided,No,,Somewhat likely,,,565b530110593c0005ff97e4
2023-02-28 11:05:18,2023-02-28 11:07:03,IP Address,65.245.181.196,100,105,True,2023-02-28 11:07:04,R_eLk4YoSRrmE2QEh,,,,,38.4365,-92.8258,anonymous,EN,Yes,Undecided,Yes,Yes,Undecided,Yes,No,No,Yes,Undecided,No,Yes,Undecided,No,Undecided,No,Undecided,No,,Somewhat likely,,,5beca802fcb5fe0001259b62
2023-02-28 11:04:31,2023-02-28 11:07:06,IP Address,75.45.45.176,100,154,True,2023-02-28 11:07:06,R_3IYOqT0BWTNTg8f,,,,,38.6711,-121.1495,anonymous,EN,Yes,Undecided,No,No,Undecided,No,Yes,Undecided,Undecided,Undecided,Undecided,No,Yes,Undecided,Yes,No,No,Yes,Extremely unlikely,,,,63f779127615013e0c299234
2023-02-28 11:05:12,2023-02-28 11:07:07,IP Address,108.205.7.191,100,114,True,2023-02-28 11:07:07,R_3enxu5UAqobLIdF,,,,,29.3627,-98.4886,anonymous,EN,Yes,Yes,Yes,Undecided,No,Yes,Yes,Yes,Undecided,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,,,,Somewhat likely,634392ff653d29e2770b3636
2023-02-28 11:05:18,2023-02-28 11:07:08,IP Address,172.58.28.205,100,110,True,2023-02-28 11:07:09,R_1CKMc9mqQyqz5kN,,,,,33.9449,-117.3834,anonymous,EN,Yes,Yes,No,Undecided,No,No,No,No,Undecided,Yes,No,Yes,No,No,Yes,No,Yes,No,,,,Extremely unlikely,63f00f2a930edc46bef00960
2023-02-28 11:05:10,2023-02-28 11:07:11,IP Address,136.34.141.123,100,121,True,2023-02-28 11:07:12,R_31h1DwbJLzXP37i,,,,,38.9201,-94.3999,anonymous,EN,Yes,Yes,Yes,No,Yes,Yes,Yes,Undecided,No,Undecided,Yes,Yes,Yes,Undecided,Yes,Yes,Yes,Yes,,,Somewhat unlikely,,561df8af3d7fe8000a0f6347
2023-02-28 11:05:50,2023-02-28 11:07:27,IP Address,174.208.164.104,100,97,True,2023-02-28 11:07:28,R_3I9RuLg32CmZ5O1,,,,,38.581,-121.4939,anonymous,EN,Yes,Undecided,No,Yes,No,No,Yes,Undecided,No,No,Undecided,Yes,No,Undecided,Undecided,No,No,No,Somewhat likely,,,,63f77fca96a1ed6dffa85d64
2023-02-28 11:05:50,2023-02-28 11:07:29,IP Address,96.231.111.17,100,99,True,2023-02-28 11:07:29,R_31a2PyJigufWGZ2,,,,,38.6326,-77.2661,anonymous,EN,Undecided,No,Yes,Yes,No,Yes,No,Undecided,Yes,Yes,No,Yes,No,Undecided,Yes,No,Yes,No,Neither likely nor unlikely,,,,5cf21b7b2456d90001ee8e40
2023-02-28 11:06:17,2023-02-28 11:07:47,IP Address,68.116.85.163,100,90,True,2023-02-28 11:07:47,R_8xg4IrnIiTY4L29,,,,,37.5855,-120.9453,anonymous,EN,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,,,,Somewhat likely,5c003b5c2c8cc1000138e25f
2023-02-28 11:04:34,2023-02-28 11:07:52,IP Address,184.56.86.62,100,197,True,2023-02-28 11:07:52,R_1ikw8Rc9mshhrcp,,,,,42.0753,-80.0671,anonymous,EN,Yes,No,Yes,Yes,No,Yes,Undecided,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,,Somewhat unlikely,,,5af238825847970001e34baf
2023-02-28 11:05:36,2023-02-28 11:08:00,IP Address,98.165.59.16,100,143,True,2023-02-28 11:08:00,R_3kMyrqwWShferjI,,,,,33.5339,-112.1722,anonymous,EN,Yes,Undecided,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Somewhat unlikely,,,,5de30ab87292b632fe85729d
2023-02-28 11:06:47,2023-02-28 11:08:01,IP Address,45.3.72.4,100,74,True,2023-02-28 11:08:03,R_BDEQaCruCPMiOxH,,,,,37.2532,-80.4347,anonymous,EN,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Undecided,No,No,Yes,No,,,,Somewhat likely,62a79736d35f0d55a77dc3b3
2023-02-28 11:07:15,2023-02-28 11:08:34,IP Address,67.48.150.224,100,78,True,2023-02-28 11:08:34,R_O0XDlAKW9o7l51D,,,,,26.2516,-98.2271,anonymous,EN,Yes,No,No,Yes,No,No,No,No,Undecided,No,No,Undecided,Undecided,No,No,No,Yes,No,,,Extremely unlikely,,5e455faf462e0802d9d9c3e2
2023-02-28 11:06:47,2023-02-28 11:08:47,IP Address,152.27.58.74,100,119,True,2023-02-28 11:08:48,R_2SviFNiQv8dEoty,,,,,35.6383,-79.8557,anonymous,EN,Yes,Undecided,Yes,Yes,No,Undecided,Yes,Yes,No,No,No,Undecided,Yes,Yes,Yes,No,Undecided,No,,Neither likely nor unlikely,,,62791cdd24547e791b2affe7
2023-02-28 11:07:04,2023-02-28 11:08:59,IP Address,67.168.91.82,100,115,True,2023-02-28 11:09:00,R_pFpvMzlqJQEhyhz,,,,,47.7027,-117.3702,anonymous,EN,No,Yes,Yes,No,Undecided,No,Yes,Yes,No,Undecided,Yes,Yes,No,Yes,Yes,Undecided,Yes,No,Somewhat likely,,,,5e2f3b0ea8f8534fbad2c251
2023-02-28 11:05:25,2023-02-28 11:09:17,IP Address,24.157.36.115,100,232,True,2023-02-28 11:09:17,R_31jFS44NOGMaHVE,,,,,40.6586,-73.6026,anonymous,EN,No,Yes,Yes,Undecided,Yes,Yes,No,Yes,Yes,Undecided,Undecided,No,No,Yes,No,No,No,Yes,,,Extremely unlikely,,6147daf2c176dc6980eb3108
2023-02-28 11:07:22,2023-02-28 11:09:19,IP Address,216.254.245.197,100,116,True,2023-02-28 11:09:19,R_2Ebf36Re2cNgLlI,,,,,43.5229,-96.786,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,Undecided,Yes,No,No,Yes,No,Undecided,Yes,No,Yes,No,,Somewhat unlikely,,,5b92b49921e7200001f530a0
2023-02-28 11:08:03,2023-02-28 11:09:32,IP Address,47.144.82.177,100,89,True,2023-02-28 11:09:34,R_ThEEv9QqNuWYwYV,,,,,34.0121,-117.6883,anonymous,EN,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,,Neither likely nor unlikely,,5f07dba182caac000c48bc84
2023-02-28 11:07:21,2023-02-28 11:09:45,IP Address,72.109.62.140,100,143,True,2023-02-28 11:09:46,R_1Eb8eNg89P2u5wC,,,,,35.21,-80.8512,anonymous,EN,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Somewhat unlikely,,,,5b6cf2c61b61b60001bc0678
2023-02-28 11:08:53,2023-02-28 11:09:51,IP Address,71.93.14.20,100,57,True,2023-02-28 11:09:51,R_rj78vDVFDftPi2B,,,,,46.2532,-119.2864,anonymous,EN,Yes,No,No,Yes,No,Undecided,Yes,No,No,No,No,Yes,No,Undecided,No,No,Yes,No,,Somewhat unlikely,,,6286575f2d911d52cff2db4e
2023-02-28 11:07:54,2023-02-28 11:10:11,IP Address,76.186.231.250,100,137,True,2023-02-28 11:10:12,R_UR7EoVC5zimQkXD,,,,,32.7797,-96.8022,anonymous,EN,Undecided,Yes,Yes,Yes,No,Undecided,Undecided,Yes,Undecided,No,No,Yes,Yes,Undecided,Yes,Yes,No,Undecided,,,,Extremely likely,5fd8dc106452e32d8397cf83
2023-02-28 11:08:51,2023-02-28 11:10:39,IP Address,107.5.16.27,100,108,True,2023-02-28 11:10:39,R_1BUWkgTSF4wk8OW,,,,,42.3695,-83.4769,anonymous,EN,Undecided,No,Yes,Yes,Undecided,Yes,Yes,Undecided,Yes,Undecided,No,Yes,Undecided,Undecided,Yes,No,Undecided,No,,,,Somewhat likely,588da085a2a9930001721bc8
2023-02-21 20:33:03,2023-02-21 20:33:13,IP Address,98.213.51.14,3,9,False,2023-02-28 20:33:13,R_1Tk13nISO8WUWdj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,
